seed_id,seed_title,direction,found_title,found_abstract,found_doi,found_year,found_venue,in_db_already,venue_rank_note,ref_source,kw_g1,kw_g2,kw_g3,kw_groups,picos_decision,reason
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Distance Perception in the Oculus Quest and Oculus Quest 2,"Distances in virtual environments (VEs) viewed on a head-mounted display (HMD) are typically underperceived relative to the intended distance. This paper presents an experiment comparing perceived egocentric distance in a real environment with that in a matched VE presented in the Oculus Quest and Oculus Quest 2. Participants made verbal judgments and blind walking judgments to an object on the ground. Both the Quest and Quest 2 produced underperception. Verbal judgments in the VE were 82% and 75% of the object distance, in contrast with real world judgments that were 94% of the object distance. Blind walking judgments were 68% and 70% of object distance in the Quest and Quest 2, respectively, compared to 88% in the real world. This project shows that significant underperception of distance persists even in modern HMDs.",10.3389/frvir.2022.850471,2022,Frontiers in Virtual Reality,N,SJR Q1,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Immersive storm surge flooding: Scale and risk perception in virtual reality,,10.1016/j.jenvp.2022.101764,2022,Journal of Environmental Psychology,N,SJR Q1,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Functional Specificity of the Affordance of Reaching.,"The information that specifies whether an object is within reach is a complex pattern that depends on body-scaled parameters measured from an egocentric reference point. The pattern is a function of relevant body proportions (eye height, shoulder height [SH], arm length) with respect to the spatial location of the target object. In addition to not knowing how these factors map onto perception, it is also not known whether the egocentric viewpoint is centered at the eye or the shoulder. In three experiments, we systematically tested whether observers can perceive eye height and SH (Experiment 1), whether they can point accurately in the direction of a target object (Experiment 2), and whether they can point accurately to judge if the target object is within reach (Experiment 3). Experiment 1 demonstrated that participants are more accurate at judging their own eye height than SH. Experiment 2 revealed that participants can more accurately point to a target object's location when measured from the shoulder as a reference point than when measured from the eye. In Experiment 3, we showed that a higher-order variable that includes arm length, body height, and angle of declination to the target successfully predicted affordance judgments, regardless of a reference point. We consider this as evidence that the invariant is functionally specific, not tied to any one particular anatomical body part.",10.1027/1618-3169/a000544,2022,Experimental Psychology,Y,SJR Q3,S2,N,Y,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Using Audio Reverberation to Compensate Distance Compression in Virtual Reality,"Virtual Reality (VR) technologies are increasingly being applied to various contexts like those gaming, therapy, training, and education. Several of these applications require high degrees of accuracy in spatial and depth perception. Contemporary VR experiences continue to be confronted by the issue of distance compression wherein people systematically underestimate distances in the virtual world, leading to impoverished experiences. Consequently, a number of studies have focused on extensively understanding and exploring factors that influence this phenomenon to address the challenges it poses. Inspired by previous work that has sought to compensate distance compression effects in VR, we examined the potential of manipulating an auditory stimulus’ reverberation time (RT) to alter how users perceive depth. To this end, we conducted a two action forced choice study in which participants repeatedly made relative depth judgements between a pair of scenes featuring a virtual character placed at different distances with varying RTs. Results revealed that RT influences how users perceive depth with this influence being more pronounced in the near field. We found that users tend to associate longer RTs with farther distances and vice versa, indicating the potential to alter RT towards compensating distance underestimation in VR. However, it must be noted that excessively increasing RT (especially in the near field) could come at the cost of sensory segregation, wherein users are unable to unify visual and auditory sensory stimuli in their perceptions of depth. Researchers must hence strive to find the optimal amount of RT to add to a stimulus to ensure seamless virtual experiences.",10.1145/3474451.3476236,2021,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Thinking Outside the Lab: VR Size & Depth Perception in the Wild,"Size and distance perception in Virtual Reality (VR) have been widely studied, albeit in a controlled laboratory setting with a small number of participants. We describe a fully remote perceptual study with a gamified protocol to encourage participant engagement, which allowed us to quickly collect high-quality data from a large, diverse participant pool (N=60). Our study aims to understand medium-field size and egocentric distance perception in real-world usage of consumer VR devices. We utilized two perceptual matching tasks -- distance bisection and size matching -- at the same target distances of 1--9 metres. While the bisection protocol indicated a near-universal trend of nonlinear distance compression, the size matching estimates were more equivocal. Varying eye-height from the floor plane showed no significant effect on the judgements. We also discuss the pros and cons of a fully remote perceptual study in VR, the impact of hardware variation, and measures needed to ensure high-quality data.",,2021,arXiv.org,N,未照合,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Plausibility Paradox for Resized Users in Virtual Environments,"This paper identifies and confirms a perceptual phenomenon: when users interact with simulated objects in a virtual environment where the users’ scale deviates greatly from normal, there is a mismatch between the object physics they consider realistic and the object physics that would be correct at that scale. We report the findings of two studies investigating the relationship between perceived realism and a physically accurate approximation of reality in a virtual reality experience in which the user has been scaled by a factor of ten. Study 1 investigated perception of physics when scaled-down by a factor of ten, whereas Study 2 focused on enlargement by a similar amount. Studies were carried out as within-subjects experiments in which a total of 84 subjects performed simple interaction tasks with objects under two different physics simulation conditions. In the true physics condition, the objects, when dropped and thrown, behaved accurately according to the physics that would be correct at that either reduced or enlarged scale in the real world. In the movie physics condition, the objects behaved in a similar manner as they would if no scaling of the user had occurred. We found that a significant majority of the users considered the movie physics condition to be the more realistic one. However, at enlarged scale, many users considered true physics to match their expectations even if they ultimately believed movie physics to be the realistic condition. We argue that our findings have implications for many virtual reality and telepresence applications involving operation with simulated or physical objects in abnormal and especially small scales.",10.3389/frvir.2021.655744,2021,Frontiers in Virtual Reality,N,SJR Q1,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Jumphair: Improving Jumping Performance in First-Person Video Games Through Visual Assistance,"Performing jumps in 3D video games from first-person perspective can be excessively challenging because of the difficulty of estimating distances and lack of precision. To address this problem, we created a jumping assistance tool called jumphair that dynamically visualizes distances between the player character and forthcoming edges before performing a jump. Our aim was to create a jumping assistance that helps players to enhance their distance perception for performing their jumps more successfully without being distracted by the tool. We integrated the jumphair into a self-developed video game called Couch Jumper and evaluated user performance and user experience in comparison to using a static icon in two user studies (each N = 30) on a 2D display and a 3D head-mounted display (HMD), respectively. On a 2D output device, results show that the jumphair can improve jumping performances without distracting players. The jumphair is also rated helpful and can be considered an accepted game element. When used on a 3D HMD, the jumphair did not yield advantages in terms of jumping performances in its current implementation but significantly reduced simulator sickness. Our studies have implications for game research and for interface design in first-person video games with jumping mechanics.",10.1145/3402942.3403020,2020,International Conference on Foundations of Digital Games,Y,CORE C,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Effects of Gender and the Presence of Third-Party Humans on Telepresence Camera Height Preferences,"With the rise of immersive virtual reality and telepresence, it is important to understand the factors that contribute to creating an optimal user experience. In particular, there are divergent recommendations for setting camera heights in virtual contexts that facilitate telepresence. Therefore, we conducted a 2x2 mixed-design experiment with 93 college students asking them to select their preferred camera height when varying camera placement (overhead, chest) and the presence of human avatars (present, not present). We found that while camera placement did not have a significant effect of preferred camera height, the presence of avatars (increased height preference) and gender (women preferred lower heights) were significant. Our results provide evidence that factors within a virtual environment and individual differences influence users’ preferences of camera height. Thus, systems designed for immersive virtual reality and telepresence should customize camera height based on these factors.",10.1145/3385955.3407924,2020,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Egocentric Distance Perception: A Comparative Study Investigating Differences Between Real and Virtual Environments,"Virtual reality systems are a popular tool in behavioral sciences. The participants’ behavior is, however, a response to cognitively processed stimuli. Consequently, researchers must ensure that virtually perceived stimuli resemble those present in the real world to ensure the ecological validity of collected findings. Our article provides a literature review relating to distance perception in virtual reality. Furthermore, we present a new study that compares verbal distance estimates within real and virtual environments. The virtual space—a replica of a real outdoor area—was displayed using a state-of-the-art head-mounted display. Investigated distances ranged from 8 to 13 m. Overall, the results show no significant difference between egocentric distance estimates in real and virtual environments. However, a more in-depth analysis suggests that the order in which participants were exposed to the two environments may affect the outcome. Furthermore, the study suggests that a rising experience of immersion leads to an alignment of the estimated virtual distances with the real ones. The results also show that the discrepancy between estimates of real and virtual distances increases with the incongruity between virtual and actual eye heights, demonstrating the importance of an accurately set virtual eye height.",10.1177/0301006620951997,2020,Perception,N,SJR Q3,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Human and machine: Evaluating whether action automation influences visual perception,,10.3758/s13414-020-02037-8,2020,"Attention, Perception, & Psychophysics",N,SJR Q1,S2,N,N,N,0,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The relationship between the body and the environment in the virtual world: The interpupillary distance affects the body size perception,"Previous research suggests that the size of one’s body is used as a metric to scale the external world. On the other hand, the influence of information from the external world on the perception of body size is unclear. It has been suggested that increased inter-pupillary distance (IPD) leads people to perceive the external world as smaller than it actually is. The present study investigated the effect of the IPD on body size perception, and the relationship between the perceived scale of the body and the external world when the IPD is manipulated. To this end, in a virtual environment, we manipulated the IPD as well as the size and presence of participants’ hands, while participant’s eye height was increased vertically. Results showed that, when participants’ eye height was increased and their hands were enlarged, people with a fixed IPD perceived the size of their body to be large (like a giant) while the external world was perceived to be changed minimally. Alternatively, people with increased IPD perceived that the external world as having shrank, whereas their perception of their body size changed little. However, when a viewers’ virtual hands were not shown, the IPD did not affect the individual’s percept of body size, although the IPD did affect one’s perception of the external world. These results suggest that, when the ratio of the size between one’s body and the external world are explicit, the perceived size of one’s body is affected by the IPD or perceived scale of the external world that is affected by the IPD.",10.1371/journal.pone.0232290,2020,PLoS ONE,Y,SJR Q1,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Comparative Evaluation of Viewing and Self-Representation on Passability Affordances to a Realistic Sliding Doorway in Real and Immersive Virtual Environments,"As Virtual Reality (VR) devices become more accessible, a multitude of VR applications engage users in highly immersive virtual environments that feature realistic graphics, real-life scenarios, and self-avatars. Many of these simulations require users to make spontaneous affordance judgments such as stepping over obstacles, passing through gaps, etc. which are shown to be affected by the nature of our self-representation in the virtual world. As the technology for creating self-avatars becomes more widely available, it is important to explore how various affordance judgments are affected by the presence of self-avatars. In this work, we investigate the effects of body-scaled self-avatars on the affordance of passability in a natural setting. We implemented a gender-matched body-scaled self-avatar using HTC Vive trackers and evaluated how passability judgments for a sliding doorway in VR, with and without an avatar, compared to the real world judgments. The results suggest that passability judgments are more conservative in VR as compared to the real world. However, the presence of a self-avatar does not significantly affect passability judgments made in VR. This does not align with previous findings which show that having a self-avatar improves judgments and estimates.",10.1109/vr46266.2020.1581293987781,2020,IEEE Conference on Virtual Reality and 3D User Interfaces,N,CORE A*,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Road crossing decisions in real and virtual environments: A comparative study on simulator validity.,"Virtual reality (VR) is a valuable tool for the assessment of human perception and behavior in a risk-free environment. Investigators should, however, ensure that the used virtual environment is validated in accordance with the experiment's intended research question since behavior in virtual environments has been shown to differ to behavior in real environments. This article presents the street crossing decisions of 30 participants who were facing an approaching vehicle and had to decide at what moment it was no longer safe to cross, applying the step-back method. The participants executed the task in a real environment and also within a highly immersive VR setup involving a head-mounted display (HMD). The results indicate significant differences between the two settings regarding the participants' behaviors. The time-to-contact of approaching vehicles was significantly lower for crossing decisions in the virtual environment than for crossing decisions in the real one. Additionally, it was demonstrated that participants based their crossing decisions in the real environment on the temporal distance of the approaching vehicle (i.e., time-to-contact), whereas the crossing decisions in the virtual environment seemed to depend on the vehicle's spatial distance, neglecting the vehicle's velocity. Furthermore, a deeper analysis suggests that crossing decisions were not affected by factors such as the participant's gender or the order in which they faced the real and the virtual environment.",10.1016/j.aap.2019.105356,2020,Accident Analysis and Prevention,N,SJR Q1,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Ups and Downs of Camera-Monitor Systems: The Effect of Camera Position on Rearward Distance Perception,"Objective This study investigates the effects of different positions of side-mounted rear-view cameras on distance estimation of drivers. Background Camera-monitor systems bring advantages as compared to conventional rear-view mirrors, such as improved aerodynamics and enlarged field-of-view. Applied research has mainly focused on the comparison between cameras and mirrors or on positioning of in-vehicle monitors. However, the positioning of the exterior camera awaits investigation given that the perspective of the observer at does affect depth perception at large. Method In two experiments, a total of 50 students estimated metric distances to static vehicles presented in realistic or 3D-rendered pictures. The pictures depicted the rearward scene of a car following the driver as viewed through a camera at varying vertical and horizontal positions. The following vehicle’s size and environmental information varied among conditions and experiments. Results Lower camera positions led to distance overestimation and higher positions to underestimation. The effect increased as the distance to the following vehicle decreased. Moreover, larger vehicles led to stronger distance underestimation, especially in low camera positions. Interestingly, the main effect of camera position disappeared when the ego-vehicles’ back was visible. Conclusion Different rearward viewpoints affect distance estimation of drivers, especially in close distances. However, a visible reference of one’s own vehicle seems to mostly compensate this effect. Application In general, the rear-view camera should be mounted rather higher and to the front of the vehicle. Also, the vehicle’s back should always be visible. Low camera positions are not recommended.",10.1177/0018720819895866,2020,Hum. Factors,N,未照合,S2,N,N,Y,1,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Plausibility Paradox For Scaled-Down Users In Virtual Environments,"This paper identifies a new phenomenon: when users interact with simulated objects in a virtual environment where the user is much smaller than usual, there is a mismatch between the object physics that they expect and the object physics that would be correct at that scale. We report the findings of our study investigating the relationship between perceived realism and a physically accurate approximation of reality in a virtual reality experience in which the user has been scaled down by a factor of ten. We conducted a within-subjects experiment in which 44 subjects performed a simple interaction task with objects under two different physics simulation conditions. In one condition, the objects, when dropped and thrown, behaved accurately according to the physics that would be correct at that reduced scale in the real world, our true physics condition. In the other condition, the movie physics condition, the objects behaved in a similar manner as they would if no scaling of the user had occurred. We found that a significant majority of the users considered the latter condition to be the more realistic one. We argue that our findings have implications for many virtual reality and telepresence applications involving operation with simulated or physical objects in small scales.",10.1109/vr46266.2020.1580974317169,2019,IEEE Conference on Virtual Reality and 3D User Interfaces,N,CORE A*,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Plausibility Paradox in Small-Scale Virtual Environments,,,2019,arXiv.org,N,未照合,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,An Analysis of User Perception Regarding Body-Worn 360° Camera Placements and Heights for Telepresence,"Our work investigates body-worn 360° camera placements for telepresence, to balance height and clarity of view. We conducted a user study in a Virtual Reality (VR) simulation, using a 3x3 within-subjects experimental design varying placement and height, with 26 participants. We found that shoulder mounted cameras were significantly less preferable than our other conditions due to the occlusions caused by the wearer’s head. Our results did not show a significant effect of camera height within a range of +/- 12 inches from the user’s natural height. As such, in the context of body-worn 360° cameras, there is leeway for camera height, whereas strategic bodily placements are more important. Based on these results, we provide design recommendations for content creators using wearable cameras for immersive telepresence.",10.1145/3343036.3343120,2019,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Am I Floating or Not? : Sensitivity to Eye Height Manipulations in HMD-based Immersive Virtual Environments,"Eye height manipulations have previously been found to affect judgments of object size and egocentric distance in both real and immersive virtual environments. In this short paper we report the results of an experiment that explores people’s sensitivity to various offsets of their eye height in VR using a forced-choice task in a wide variety of different architectural models. Our goal is to better understand the range of eye height manipulations that can be surreptitiously employed under different environmental conditions. We exposed each of 10 standing participants to a total of 121 randomly-ordered trials, spanning 11 different eye height offsets between –80cm to +80cm, in 11 different highly detailed virtual indoor environments, and asked them to report whether they felt that their (invisible) feet were floating above or sunken below the virtual floor. We fit psychometric functions to the pooled data and to the data from each virtual environment and each participant individually. In the pooled data, we found a point-of-subjective-equality (PSE) very close to zero (–3.8cm), and 25% and 75% detection thresholds of –16.1cm and +8.6cm respectively, for an uncertainty interval of 24.7cm. We also observed some interesting variations in the results between individual rooms, which we discuss in more detail in the paper. Our findings can help to inform VR developers about users’ sensitivity to incorrect eye height placement, to elucidate the potential impact of various features of interior spaces on people’s tolerance of eye height manipulations, and to inform future work seeking to employ eye height manipulations to mitigate distance underestimation in VR.",10.1145/3343036.3343135,2019,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The Influence of the Viewpoint in a Self-Avatar on Body Part and Self-Localization,"The goal of this study is to determine how a self-avatar in virtual reality, experienced from different viewpoints on the body (at eye- or chest-height), might influence body part localization, as well as self-localization within the body. Previous literature shows that people do not locate themselves in only one location, but rather primarily in the face and the upper torso. Therefore, we aimed to determine if manipulating the viewpoint to either the height of the eyes or to the height of the chest would influence self-location estimates towards these commonly identified locations of self. In a virtual reality (VR) headset, participants were asked to point at several of their body parts (body part localization) as well as ”directly at you” (self-localization) with a virtual pointer. Both pointing tasks were performed before and after a self-avatar adaptation phase where participants explored a co-located, scaled, gender-matched, and animated self-avatar. We hypothesized that experiencing a self-avatar might reduce inaccuracies in body part localization, and that viewpoint would influence pointing responses for both body part and self-localization. Participants overall pointed relatively accurately to some of their body parts (shoulders, chin, and eyes), but very inaccurately to others, with large undershooting for the hips, knees, and feet, and large overshooting for the top of the head. Self-localization was spread across the body (as well as above the head) with the following distribution: the upper face (25%), the upper torso (25%), above the head (15%) and below the torso (12%). We only found an influence of viewpoint (eye- vs chest-height) during the self-avatar adaptation phase for body part localization and not for self-localization. The overall change in error distance for body part localization for the viewpoint at eye-height was small (M = –2.8 cm), while the overall change in error distance for the viewpoint at chest-height was significantly larger, and in the upwards direction relative to the body parts (M = 21.1 cm). In a post-questionnaire, there was no significant difference in embodiment scores between the viewpoint conditions. Most interestingly, having a self-avatar did not change the results on the self-localization pointing task, even with a novel viewpoint (chest-height). Possibly, body-based cues, or memory, ground the self when in VR. However, the present results caution the use of altered viewpoints in applications where veridical position sense of body parts is required.",10.1145/3343036.3343124,2019,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Camera Heights in Cinematic Virtual Reality: How Viewers Perceive Mismatches Between Camera and Eye Height,"When watching a 360° movie with Head Mounted Displays (HMD) the viewer feels to be inside the movie and can experience it in an immersive way. The head of the viewer is exactly in the same place as the camera was when the scene was recorded. In traditional movies, the viewer is watching the movie from outside and a distance between eye height and camera height does not create a problem. However, viewing a movie from the perspective of the camera by HMDs can raise some challenges, e.g. heights of well-known objects can irritate the viewer in the case the camera height does not correspond to the physical eye height. The aim of this work is to study how the position of the camera influences presence, sickness and the user experience of the viewer. We have considered several watching postures as well as various eye heights. The results of our experiments suggest that differences between camera and eye heights are more accepted if the camera position is lower than the own body height. Additionally, sitting postures are preferred and can be adapted easier than standing postures. These results can be applied to improve guidelines for 360° filmmakers.",10.1145/3317697.3323362,2019,ACM International Conference on Interactive Experiences for TV and Online Video,Y,未照合,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Would Gaze-Contingent Rendering Improve Depth Perception in Virtual and Augmented Reality?,"Near distances are overestimated in virtual reality, and far distances are underestimated, but an explanation for these distortions remains elusive. One potential concern is that whilst the eye rotates to look at the virtual scene, the virtual cameras remain static. Could using eye-tracking to change the perspective of the virtual cameras as the eye rotates improve depth perception in virtual reality? This paper identifies 14 distinct perspective distortions that could in theory occur from keeping the virtual cameras fixed whilst the eye rotates in the context of near-eye displays. However, the impact of eye movements on the displayed image depends on the optical, rather than physical, distance of the display. Since the optical distance of most head-mounted displays is over 1m, most of these distortions will have only a negligible effect. The exception are ‘gaze-contingent disparities’, which will leave near virtual objects looking displaced from physical objects that are meant to be at the same distance in augmented reality.",10.31234/osf.io/cz54j,2019,arXiv.org,N,未照合,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,"The Impact of Gender, Avatar and Height in Distance Perception in Virtual Environments",,10.1007/978-3-030-16184-2_66,2019,WorldCIST,Y,CORE C,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Virtual Hand Realism Affects Object Size Perception in Body-Based Scaling,"How does the representation of an embodied avatar influence the way in which one perceives the scale of a virtual environment? In virtual reality, it is common to embody avatars of various appearances, from abstract to realistic. It is known that changes in the realism of virtual hands affect the self-body perception, including body ownership. However, the influence of self-avatar realism on the perception of non-body objects has not been investigated. Considering the theory that the scale of the external environment is perceived relative to the size of one's body (body-based scaling), it can be hypothesized that the realism of an avatar affects not only body ownership but also the fidelity of the avatar with respect to our own body as a metric. Therefore, this study examines how avatar realism affects perceived object sizes as the size of the virtual hand changes. In the experiment, we manipulate the level of realism (realistic, iconic, and abstract) and size (veridical and enlarged) of the virtual hand and measure the perceived size of a cube. The results show that the size of the cube is perceived to be smaller when the virtual hand is enlarged compared to when it is veridical, indicating that the participants perceive the sizes of objects based on the size of the avatar, only in the case of a highly realistic hand. Our findings indicate that the more realistic the avatar, the stronger is the sense of embodiment including body ownership, which fosters scaling the size of objects using the size of the body as a fundamental metric. This provides evidence that self-avatar appearances affect how we perceive not only virtual bodies but also virtual spaces.",10.1109/vr.2019.8798040,2019,IEEE Conference on Virtual Reality and 3D User Interfaces,Y,CORE A*,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Individual Differences in Embodied Distance Estimation in Virtual Reality,"There are important individual differences when experiencing VR setups. We ran a study with 20 participants who got a scale-matched avatar and were asked to blind-walk to a VR target placed 2.5 meters away. In such setups, people typically underestimate distances by approximately 10% when virtual environments are viewed through head mounted displays. Consistent with previous studies we found that the underestimation was significantly reduced the more embodied the participants were. However, not all participants developed the same level of embodiment when exposed to the exact same conditions.",10.1109/vr.2019.8798348,2019,IEEE Conference on Virtual Reality and 3D User Interfaces,Y,CORE A*,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Orientation Perception in Real and Virtual Environments,"Spatial perception in virtual environments has been a topic of intense research. Arguably, the majority of this work has focused on distance perception. However, orientation perception is also an important factor. In this paper, we systematically investigate allocentric orientation judgments in both real and virtual contexts over the course of four experiments. A pattern of sinusoidal judgment errors known to exist in 2D perspective displays is found to persist in immersive virtual environments. This pattern also manifests itself in a real world setting using two differing judgment methods. The findings suggest the presence of a radial anisotropy that persists across viewing contexts. Additionally, there is some evidence to suggest that observers have multiple strategies for processing orientations but further investigation is needed to fully describe this phenomenon. We also offer design suggestions for 3D user interfaces where users may perform orientation judgments.",10.1109/tvcg.2019.2898798,2019,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Superman vs Giant: A Study on Spatial Perception for a Multi-Scale Mixed Reality Flying Telepresence Interface,"The advancements in Mixed Reality (MR), Unmanned Aerial Vehicle, and multi-scale collaborative virtual environments have led to new interface opportunities for remote collaboration. This paper explores a novel concept of flying telepresence for multi-scale mixed reality remote collaboration. This work could enable remote collaboration at a larger scale such as building construction. We conducted a user study with three experiments. The first experiment compared two interfaces, static and dynamic IPD, on simulator sickness and body size perception. The second experiment tested the user perception of a virtual object size under three levels of IPD and movement gain manipulation with a fixed eye height in a virtual environment having reduced or rich visual cues. Our last experiment investigated the participant's body size perception for two levels of manipulation of the IPDs and heights using stereo video footage to simulate a flying telepresence experience. The studies found that manipulating IPDs and eye height influenced the user's size perception. We present our findings and share the recommendations for designing a multi-scale MR flying telepresence interface.",10.1109/tvcg.2018.2868594,2018,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Visual Perception and Evaluation of Photo-Realistic Self-Avatars From 3D Body Scans in Males and Females,"The creation or streaming of photo-realistic self-avatars is important for virtual reality applications that aim for perception and action to replicate real world experience. The appearance and recognition of a digital self-avatar may be especially important for applications related to telepresence, embodied virtual reality, or immersive games. We investigated gender differences in the use of visual cues (shape, texture) of a self-avatar for estimating body weight and evaluating avatar appearance. A full-body scanner was used to capture each participant's body geometry and color information and a set of 3D virtual avatars with realistic weight variations was created based on a statistical body model. Additionally, a second set of avatars was created with an average underlying body shape matched to each participant’s height and weight. In four sets of psychophysical experiments, the influence of visual cues on the accuracy of body weight estimation and the sensitivity to weight changes was assessed by manipulating body shape (own, average) and texture (own photo-realistic, checkerboard). The avatars were presented on a large-screen display, and participants responded to whether the avatar's weight corresponded to their own weight. Participants also adjusted the avatar's weight to their desired weight and evaluated the avatar's appearance with regard to similarity to their own body, uncanniness, and their willingness to accept it as a digital representation of the self. The results of the psychophysical experiments revealed no gender difference in the accuracy of estimating body weight in avatars. However, males accepted a larger weight range of the avatars as corresponding to their own. In terms of the ideal body weight, females but not males desired a thinner body. With regard to the evaluation of avatar appearance, the questionnaire responses suggest that own photo-realistic texture was more important to males for higher similarity ratings, while own body shape seemed to be more important to females. These results argue for gender-specific considerations when creating self-avatars.",10.3389/fict.2018.00018,2018,Frontiers in ICT,Y,未照合,S2,Y,Y,Y,3,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,Perception of height in virtual reality: a study of climbing stairs,"Most virtual environments that people locomote through with head-mounted displays are flat to match the physical environment that people are actively walking on. In this paper we simulated stair climbing, and evaluated how well people could assess the distance they had climbed after several minutes of the activity under various conditions. We varied factors such as the presence of virtual feet (shoes), whether the stairwell was open or enclosed, the presence or absence of passive haptic markers, and whether a subject was ascending or descending. In general, the distance climbed or descended was overestimated, consistent with prior work on the perception of height. We find that subjects have significantly better ability to estimate their error with the presence of virtual shoes than without, and when the environment was open. Having shoes also resulted in significantly higher ratings of presence. We also find a significant tendency for females to show higher ratings of simulator sickness.",10.1145/3225153.3225171,2018,ACM Symposium on Applied Perception,Y,CORE B,S2,Y,N,Y,2,,
8,The influence of eye height and avatars on egocentric distance estimates in immersive virtual environments,forward,The quality of visual information about the lower extremities influences visuomotor coordination during virtual obstacle negotiation.,"Successful negotiation of obstacles during walking relies on the integration of visual information about the environment with ongoing locomotor commands. When information about the body and the environment is removed through occlusion of the lower visual field, individuals increase downward head pitch angle, reduce foot placement precision, and increase safety margins during crossing. However, whether these effects are mediated by loss of visual information about the lower extremities, the obstacle, or both remains to be seen. Here we used a fully immersive, virtual obstacle negotiation task to investigate how visual information about the lower extremities is integrated with information about the environment to facilitate skillful obstacle negotiation. Participants stepped over virtual obstacles while walking on a treadmill with one of three types of visual feedback about the lower extremities: no feedback, end-point feedback, and a link-segment model. We found that absence of visual information about the lower extremities led to an increase in the variability of leading foot placement after crossing. The presence of a visual representation of the lower extremities promoted greater downward head pitch angle during the approach to and subsequent crossing of an obstacle. In addition, having greater downward head pitch was associated with closer placement of the trailing foot to the obstacle, further placement of the leading foot after the obstacle, and higher trailing foot clearance. These results demonstrate that the fidelity of visual information about the lower extremities influences both feedforward and feedback aspects of visuomotor coordination during obstacle negotiation. NEW & NOTEWORTHY Here we demonstrate that visual information about the lower extremities is utilized for precise foot placement and control of safety margins during obstacle negotiation. We also found that when a visual representation of the lower extremities is present, this information is used in the online control of foot trajectory. Together, our results highlight how visual information about the body and the environment is integrated with motor commands for planning and online control of obstacle negotiation.",10.1152/jn.00931.2017,2018,Journal of Neurophysiology,N,SJR Q4,S2,N,Y,N,1,,
